review_id,order_id,review_score,review_date,review_text
R001982,O007056,4.0,2026-03-18,Excellent product
R001983,O002562,2.0,2026-03-22,Excellent product
R001984,O004012,2.0,2026-06-21,Excellent product
R001985,O006017,5.0,2026-01-09,Excellent product
R001986,O001469,4.0,2026-03-05,Not as expected
R001987,O006484,3.0,2026-01-13,Damaged package
R001988,O005350,5.0,2026-04-15,Great value
R001989,O002956,5.0,2026-03-17,Not as expected
R001990,O006481,3.0,2026-04-16,Good quality
R001991,O005338,5.0,2026-05-24,Average experience
R001992,O005658,5.0,2026-02-08,Excellent product
R001993,O004339,5.0,2026-08-30,Average experience
R001994,O000108,5.0,2026-02-13,Damaged package
R001995,O006895,1.0,2026-05-03,Good quality
R001996,O000030,4.0,2026-02-24,Late delivery
R001997,O003615,2.0,2026-04-15,Not as expected
R001998,O003310,4.0,2026-06-24,Excellent product
R001999,O002304,4.0,2026-05-14,Late delivery
R002000,O002834,4.0,2026-05-18,Great value
R002001,O002882,5.0,2026-03-08,Excellent product
R002002,O000752,3.0,2026-08-14,Not as expected
R002003,O005407,4.0,2026-05-08,Excellent product
R002004,O000585,5.0,2026-01-11,Damaged package
R002005,O001221,4.0,2026-02-15,Not as expected
R002006,O003551,3.0,2026-03-27,Good quality
R002007,O002907,4.0,2026-01-03,Excellent product
R002008,O006417,1.0,2026-07-16,Average experience
R002009,O003044,4.0,2026-05-25,Great value
R002010,O006190,4.0,2026-03-30,Late delivery
R002011,O000549,3.0,2026-05-28,Excellent product
R002012,O005572,3.0,2026-03-22,Fast delivery
R002013,O004582,2.0,2026-04-14,Excellent product
R002014,O006123,5.0,2026-08-03,Late delivery
R002015,O007078,1.0,2026-02-23,Fast delivery
R002016,O006899,5.0,2026-06-03,Fast delivery
R002017,O002836,5.0,2026-01-11,Late delivery
R002018,O004948,4.0,2026-05-31,Not as expected
R002019,O006935,5.0,2026-08-21,Average experience
R002020,O007135,4.0,2026-05-03,Not as expected
R002021,O002127,1.0,2026-06-12,Excellent product
R002022,O007048,3.0,2026-08-20,Excellent product
R002023,O001204,5.0,2026-05-12,Average experience
R002024,O000345,5.0,2026-06-17,Not as expected
R002025,O004428,5.0,2026-07-26,Average experience
R002026,O005373,4.0,2026-07-24,Damaged package
R002027,O001576,3.0,2026-02-28,Great value
R002028,O005680,3.0,2026-01-12,Excellent product
R002029,O007110,5.0,2026-03-17,Average experience
R002030,O006753,3.0,2026-03-23,Late delivery
R002031,O007151,4.0,2026-01-31,Not as expected
R002032,O002926,5.0,2026-06-24,Excellent product
R002033,O005571,5.0,2026-07-31,Not as expected
R002034,O002284,4.0,2026-05-28,Great value
R002035,O004378,4.0,2026-05-05,Average experience
R002036,O005618,4.0,2026-07-25,Good quality
R002037,O000091,4.0,2026-04-15,Late delivery
R002038,O003072,3.0,2026-08-11,Good quality
R002039,O006406,2.0,2026-03-01,Damaged package
R002040,O005295,4.0,2026-07-05,Excellent product
R002041,O002581,3.0,2026-05-12,Late delivery
R002042,O005712,2.0,2026-04-27,Not as expected
R002043,O002727,5.0,2026-07-26,Fast delivery
R002044,O000625,4.0,2026-07-15,Fast delivery
R002045,O000070,5.0,2026-03-07,Excellent product
R002046,O002938,5.0,2026-08-15,Good quality
R002047,O000890,,2026-08-04,Excellent product
R002048,O007171,4.0,2026-03-14,Good quality
R002049,O005462,4.0,2026-02-09,Average experience
R002050,O006028,2.0,2026-08-19,Excellent product
R002051,O004161,4.0,2026-02-12,Fast delivery
R002052,O000948,4.0,2026-03-11,Average experience
R002053,O006763,4.0,2026-04-16,Late delivery
R002054,O002678,4.0,2026-08-16,Not as expected
R002055,O003408,5.0,2026-04-25,Great value
R002056,O004150,4.0,2026-05-07,Fast delivery
R002057,O006687,4.0,2026-01-31,Great value
R002058,O005886,4.0,2026-08-23,Great value
R002059,O002615,5.0,2026-03-13,Not as expected
R002060,O006600,5.0,2026-05-17,Damaged package
R002061,O006455,5.0,2026-02-28,Average experience
R002062,O004794,5.0,2026-05-11,Fast delivery
R002063,O004455,5.0,2026-08-03,Good quality
R002064,O004782,5.0,2026-06-27,Great value
R002065,O005142,4.0,2026-06-30,Great value
R002066,O005034,3.0,,Damaged package
R002067,O005452,5.0,2026-01-10,Not as expected
R002068,O002674,5.0,2026-01-02,Excellent product
R002069,O003707,3.0,2026-08-29,Good quality
R002070,O005706,3.0,2026-04-08,Damaged package
R002071,O003539,5.0,2026-04-08,Late delivery
R002072,O004864,4.0,2026-07-29,Excellent product
R002073,O005781,5.0,2026-01-31,Excellent product
R002074,O004214,1.0,2026-08-01,Not as expected
R002075,O001187,4.0,2026-02-16,Excellent product
R002076,O005994,4.0,2026-01-30,Not as expected
R002077,O005165,3.0,2026-03-28,Damaged package
R002078,O005471,4.0,2026-08-11,Good quality
R002079,O007043,5.0,2026-07-13,Great value
R002080,O000152,1.0,2026-06-26,Good quality
R002081,O000916,5.0,2026-06-27,Good quality
R002082,O001306,4.0,2026-08-03,Not as expected
R002083,O005516,4.0,2026-04-07,Great value
R002084,O005154,5.0,2026-01-01,Good quality
R002085,O004225,5.0,2026-01-28,Average experience
R002086,O006823,4.0,2026-01-10,Good quality
R002087,O001399,4.0,2026-01-01,Excellent product
R002088,O000184,5.0,2026-07-16,Late delivery
R002089,O002813,5.0,2026-05-29,Excellent product
R002090,O005004,5.0,2026-02-26,Average experience
R002091,O002482,4.0,2026-06-10,Damaged package
R002092,O000472,5.0,2026-02-15,Average experience
R002093,O000968,1.0,2026-08-28,Average experience
R002094,O004014,5.0,2026-02-27,Late delivery
R002095,O001962,4.0,2026-01-14,Fast delivery
R002096,O000897,4.0,2026-02-17,Late delivery
R002097,O006259,2.0,2026-07-16,Not as expected
R002098,O002115,4.0,2026-05-17,Average experience
R002099,O004384,3.0,2026-05-13,Good quality
R002100,O001774,4.0,2026-04-06,Damaged package
R002101,O003479,4.0,2026-06-02,Good quality
R002102,O001210,5.0,2026-01-12,Damaged package
R002103,O004087,3.0,2026-02-25,Fast delivery
R002104,O007061,4.0,2026-07-20,Good quality
R002105,O006979,3.0,2026-03-05,Excellent product
R002106,O003039,4.0,2026-02-13,Great value
R002107,O003132,3.0,2026-03-03,Excellent product
R002108,O002616,3.0,2026-02-14,Good quality
R002109,O005508,4.0,2026-08-26,Excellent product
R002110,O000293,3.0,2026-06-06,Fast delivery
R002111,O002517,4.0,2026-08-17,Fast delivery
R002112,O003443,2.0,2026-08-04,Good quality
R002113,O005894,,2026-02-03,Not as expected
R002114,O000273,1.0,2026-05-07,Great value
R002115,O002043,5.0,2026-05-08,Fast delivery
R002116,O005917,3.0,2026-05-18,Average experience
R002117,O006201,5.0,2026-03-01,Great value
R002118,O004170,2.0,2026-05-11,Late delivery
R002119,O003574,4.0,2026-06-06,Average experience
R002120,O001087,5.0,2026-03-13,Late delivery
R002121,O006456,4.0,2026-05-03,Excellent product
R002122,O003478,3.0,2026-07-06,Good quality
R002123,O005144,4.0,2026-02-06,Damaged package
R002124,O002246,4.0,2026-03-04,Average experience
R002125,O007146,1.0,2026-06-26,Excellent product
R002126,O004559,4.0,2026-05-14,Damaged package
R002127,O004837,5.0,2026-05-21,Not as expected
R002128,O004763,4.0,2026-05-02,Damaged package
R002129,O002478,4.0,2026-02-23,Not as expected
R002130,O002918,4.0,2026-08-18,Fast delivery
R002131,O005042,5.0,2026-06-10,Excellent product
R002132,O000614,2.0,2026-07-07,Average experience
R002133,O002624,4.0,2026-01-31,Fast delivery
R002134,O007120,3.0,2026-02-18,Damaged package
R002135,O005368,4.0,2026-05-16,Damaged package
R002136,O005437,5.0,2026-06-07,Great value
R002137,O005681,3.0,2026-03-25,Not as expected
R002138,O001749,4.0,2026-03-22,Late delivery
R002139,O006492,3.0,2026-04-12,Not as expected
R002140,O004334,4.0,2026-02-09,Average experience
R002141,O002573,4.0,2026-06-01,Excellent product
R002142,O006734,5.0,2026-01-18,Fast delivery
R002143,O001345,4.0,2026-06-20,Average experience
R002144,O006963,4.0,2026-03-27,Excellent product
R002145,O005399,1.0,2026-02-15,Average experience
R002146,O006454,1.0,2026-03-09,Average experience
R002147,O000953,5.0,2026-07-20,Average experience
R002148,O002234,5.0,2026-03-02,Excellent product
R002149,O001505,3.0,2026-07-18,Damaged package
R002150,O007161,5.0,2026-07-05,Good quality
R002151,O002520,5.0,2026-02-17,Damaged package
R002152,O001122,5.0,2026-07-02,Not as expected
R002153,O004018,4.0,2026-04-14,Excellent product
R002154,O003423,3.0,2026-02-05,Good quality
R002155,O004268,5.0,2026-02-19,Not as expected
R002156,O004508,4.0,2026-03-20,Average experience
R002157,O004293,3.0,2026-01-16,Late delivery
R002158,O000417,4.0,2026-01-23,Good quality
R002159,O006949,5.0,2026-05-12,Excellent product
R002160,O000565,5.0,2026-08-10,Great value
R002161,O001225,5.0,2026-07-14,Not as expected
R002162,O000143,4.0,2026-03-23,Average experience
R002163,O001491,5.0,2026-02-19,Excellent product
R002164,O007181,5.0,2026-07-17,Average experience
R002165,O002665,5.0,2026-04-27,Average experience
R002166,O002005,4.0,2026-07-04,Good quality
R002167,O001195,4.0,2026-06-13,Late delivery
R002168,O002527,5.0,2026-01-15,Average experience
R002169,O001757,4.0,2026-05-06,Average experience
R002170,O000498,3.0,2026-03-29,Good quality
R002171,O004601,4.0,2026-07-13,Good quality
R002172,O007039,5.0,2026-01-08,Fast delivery
R002173,O006400,1.0,2026-02-06,Excellent product
R002174,O000722,4.0,2026-08-06,Fast delivery
R002175,O005231,5.0,2026-06-13,Fast delivery
R002176,O006602,4.0,2026-03-19,Great value
R002177,O001497,4.0,2026-07-27,Average experience
R002178,O007082,5.0,2026-07-10,Fast delivery
R002179,O001521,4.0,2026-05-07,Damaged package
R002180,O004583,4.0,2026-02-04,Excellent product
R002181,O006175,3.0,2026-03-29,Good quality
R002182,O007047,5.0,2026-04-14,Average experience
R002183,O004424,2.0,2026-04-20,Great value
R002184,O005803,5.0,2026-03-30,Late delivery
R002185,O000109,4.0,2026-03-04,Damaged package
R002186,O001755,3.0,2026-04-13,Not as expected
R002187,O005036,2.0,2026-06-30,Damaged package
R002188,O001352,4.0,2026-02-25,Fast delivery
R002189,O004923,2.0,2026-03-19,Excellent product
R002190,O005027,5.0,2026-02-28,Damaged package
R002191,O003488,5.0,2026-07-14,Not as expected
R002192,O001974,5.0,2026-07-17,Great value
R002193,O000337,5.0,2026-02-02,Damaged package
R002194,O006593,3.0,2026-07-28,Average experience
R002195,O004729,5.0,2026-02-26,Not as expected
R002196,O002865,4.0,2026-05-19,Average experience
R002197,O003051,1.0,2026-03-21,Average experience
R002198,O000725,4.0,2026-03-05,Damaged package
R002199,O000766,2.0,2026-08-07,Late delivery
R002200,O003149,5.0,2026-04-16,Late delivery
R002201,O003981,5.0,2026-07-10,Excellent product
R002202,O000308,5.0,2026-07-03,Average experience
R002203,O001279,2.0,2026-08-28,Average experience
R002204,O003195,1.0,2026-05-25,Late delivery
R002205,O004846,3.0,2026-06-16,Average experience
R002206,O006909,5.0,2026-03-10,Excellent product
R002207,O002685,4.0,2026-01-07,Fast delivery
R002208,O006524,4.0,2026-05-30,Not as expected
R002209,O001792,2.0,2026-05-09,Average experience
R002210,O003413,4.0,2026-02-09,Great value
R002211,O003719,4.0,2026-01-22,Late delivery
R002212,O005056,5.0,2026-04-15,Excellent product
R002213,O002054,5.0,2026-08-15,Not as expected
R002214,O003007,3.0,2026-04-20,Not as expected
R002215,O000072,4.0,2026-03-19,Damaged package
R002216,O004602,5.0,2026-01-09,Average experience
R002217,O005957,5.0,2026-03-29,Average experience
R002218,O001261,4.0,2026-01-09,Damaged package
R002219,O001667,5.0,2026-02-25,Damaged package
R002220,O007196,4.0,2026-02-07,Excellent product
R002221,O003280,1.0,2026-06-21,Good quality
R002222,O003575,5.0,2026-02-04,Excellent product
R002223,O005131,5.0,2026-04-26,Average experience
R002224,O002168,3.0,2026-05-24,Excellent product
R002225,O006856,4.0,2026-04-30,Average experience
R002226,O001696,4.0,2026-05-05,Damaged package
R002227,O001096,4.0,2026-01-18,Fast delivery
R002228,O005647,5.0,2026-01-26,Excellent product
R002229,O003860,5.0,2026-08-22,Not as expected
R002230,O006696,2.0,2026-05-20,Fast delivery
R002231,O001631,5.0,2026-04-10,Late delivery
R002232,O004394,3.0,2026-04-03,Great value
R002233,O001882,4.0,2026-06-04,Average experience
R002234,O004895,5.0,2026-08-08,Excellent product
R002235,O001613,3.0,2026-01-02,Damaged package
R002236,O000979,4.0,2026-02-07,Excellent product
R002237,O006251,5.0,2026-01-05,Excellent product
R002238,O006545,4.0,2026-01-21,Good quality
R002239,O004004,2.0,2026-05-28,Great value
R002240,O000849,4.0,2026-06-21,Damaged package
R002241,O003552,4.0,2026-02-08,Damaged package
R002242,O005111,5.0,2026-04-18,Fast delivery
R002243,O001831,4.0,2026-05-04,Great value
R002244,O006694,2.0,2026-08-06,Not as expected
R002245,O000048,5.0,2026-07-28,Damaged package
R002246,O003474,4.0,2026-07-01,Good quality
R002247,O001351,1.0,2026-01-06,Not as expected
R002248,O002523,5.0,2026-06-21,Average experience
R002249,O000447,5.0,2026-01-03,Late delivery
R002250,O003859,5.0,2026-03-31,Late delivery
R002251,O001744,4.0,2026-02-03,Fast delivery
R002252,O000845,3.0,2026-04-18,Good quality
R002253,O003169,5.0,2026-06-14,Late delivery
R002254,O004560,3.0,2026-07-13,Excellent product
R002255,O005604,5.0,2026-01-10,Excellent product
R002256,O004728,5.0,2026-07-02,Late delivery
R002257,O004937,5.0,2026-01-07,Average experience
R002258,O001295,4.0,2026-08-13,Not as expected
R002259,O004169,5.0,2026-03-02,Good quality
R002260,O003124,1.0,2026-08-09,Good quality
R002261,O004035,1.0,2026-04-16,Average experience
R002262,O006725,5.0,2026-04-01,Average experience
R002263,O005139,5.0,2026-06-07,Late delivery
R002264,O004291,3.0,2026-02-02,Good quality
R002265,O001113,4.0,2026-05-03,Excellent product
R002266,O000777,5.0,2026-01-25,Excellent product
R002267,O006806,5.0,2026-04-22,Average experience
R002268,O003621,4.0,2026-08-10,Great value
R002269,O002229,5.0,2026-06-17,Fast delivery
R002270,O002154,4.0,2026-01-09,Average experience
R002271,O004886,4.0,2026-08-06,Average experience
R002272,O006609,4.0,2026-01-19,Average experience
R002273,O002516,3.0,2026-02-11,Good quality
R002274,O004056,4.0,2026-04-24,Not as expected
R002275,O006337,4.0,2026-02-19,Excellent product
R002276,O001852,4.0,2026-06-14,Not as expected
R002277,O001964,5.0,2026-08-21,Late delivery
R002278,O003371,5.0,2026-08-15,Excellent product
R002279,O004142,1.0,2026-07-30,Excellent product
R002280,O003160,5.0,2026-03-25,Damaged package
R002281,O000486,5.0,2026-06-13,Average experience
R002282,O002240,5.0,2026-08-24,Excellent product
R002283,O004370,3.0,2026-06-08,Excellent product
R002284,O005850,5.0,2026-06-10,Fast delivery
R002285,O005517,5.0,2026-04-21,Fast delivery
R002286,O000031,3.0,2026-06-26,Great value
R002287,O001880,5.0,2026-01-26,Excellent product
R002288,O004100,3.0,2026-06-11,Excellent product
R002289,O003323,5.0,2026-05-29,Fast delivery
R002290,O002772,4.0,2026-02-17,Great value
R002291,O004636,2.0,2026-02-20,Not as expected
R002292,O006831,5.0,2026-03-27,Average experience
R002293,O005102,4.0,2026-05-07,Great value
R002294,O000637,5.0,2026-06-10,Damaged package
R002295,O004561,4.0,2026-05-25,Excellent product
R002296,O002500,2.0,2026-08-11,Fast delivery
R002297,O001084,3.0,2026-01-03,Fast delivery
R002298,O000862,4.0,2026-07-03,Average experience
R002299,O005823,1.0,2026-02-17,Average experience
R002300,O000904,4.0,2026-03-16,Damaged package
R002301,O002992,4.0,2026-08-03,Fast delivery
R002302,O000110,3.0,2026-06-09,Good quality
R002303,O006926,5.0,2026-01-03,Fast delivery
R002304,O003949,4.0,2026-08-29,Excellent product
R002305,O002664,4.0,2026-08-28,Damaged package
R002306,O003350,5.0,2026-05-29,Not as expected
R002307,O006047,4.0,2026-08-10,Damaged package
R002308,O006193,1.0,2026-08-27,Fast delivery
R002309,O004075,4.0,2026-07-18,Excellent product
R002310,O001832,3.0,2026-06-19,Good quality
R002311,O007031,5.0,2026-03-21,Good quality
R002312,O000783,4.0,2026-07-14,Good quality
R002313,O007030,4.0,2026-05-25,Good quality
R002314,O003506,4.0,2026-01-11,Great value
R002315,O002928,3.0,2026-01-12,Average experience
R002316,O003167,4.0,2026-03-27,Average experience
R002317,O001826,5.0,2026-08-03,Late delivery
R002318,O001095,4.0,2026-01-26,Good quality
R002319,O005040,4.0,2026-05-12,Good quality
R002320,O003933,5.0,2026-05-30,Not as expected
R002321,O002756,5.0,2026-03-22,Great value
R002322,O006082,2.0,2026-05-27,Not as expected
R002323,O002717,3.0,2026-05-11,Fast delivery
R002324,O002358,5.0,2026-04-06,Excellent product
R002325,O001655,5.0,2026-04-05,Late delivery
R002326,O006809,3.0,2026-01-11,Not as expected
R002327,O002324,4.0,2026-07-01,Great value
R002328,O006094,3.0,2026-04-06,Average experience
R002329,O005611,4.0,2026-02-16,Great value
R002330,O005449,2.0,2026-08-27,Average experience
R002331,O004673,3.0,2026-08-15,Average experience
R002332,O002642,2.0,2026-02-04,Excellent product
R002333,O005363,5.0,2026-08-14,Damaged package
R002334,O002803,3.0,2026-07-11,Great value
R002335,O000179,4.0,2026-03-02,Not as expected
R002336,O003334,3.0,2026-06-15,Great value
R002337,O006382,2.0,2026-01-12,Good quality
R002338,O006322,1.0,2026-07-06,Great value
R002339,O001205,2.0,2026-03-24,Excellent product
R002340,O002203,4.0,2026-08-29,Not as expected
R002341,O006550,4.0,2026-05-27,Great value
R002342,O006961,3.0,2026-07-26,Late delivery
R002343,O005549,5.0,2026-05-22,Great value
R002344,O006136,4.0,2026-02-22,Fast delivery
R002345,O007162,5.0,2026-07-10,Great value
R002346,O001771,4.0,2026-03-16,Great value
R002347,O000830,3.0,2026-08-10,Excellent product
R002348,O003650,3.0,2026-02-21,Excellent product
R002349,O002590,3.0,2026-07-24,Excellent product
R002350,O000628,5.0,2026-07-28,Not as expected
R002351,O004222,5.0,2026-08-18,Good quality
R002352,O000926,3.0,2026-04-16,Late delivery
R002353,O000296,5.0,2026-02-06,Not as expected
R002354,O001053,5.0,2026-01-15,Not as expected
R002355,O002629,3.0,2026-01-12,Not as expected
R002356,O006597,4.0,2026-06-23,Late delivery
R002357,O002701,5.0,2026-03-01,Late delivery
R002358,O000945,5.0,2026-07-05,Excellent product
R002359,O006972,4.0,2026-08-12,Not as expected
R002360,O005970,5.0,2026-02-13,Damaged package
R002361,O000013,5.0,2026-03-16,Good quality
R002362,O001118,5.0,2026-05-25,Fast delivery
R002363,O006425,4.0,2026-05-12,Not as expected
R002364,O002908,4.0,2026-08-23,Fast delivery
R002365,O002852,4.0,2026-07-05,Damaged package
R002366,O003943,,2026-02-23,Damaged package
R002367,O001320,3.0,2026-06-15,Fast delivery
R002368,O000780,5.0,2026-06-09,Late delivery
R002369,O007036,4.0,2026-07-19,Average experience
R002370,O006585,4.0,2026-03-29,Fast delivery
R002371,O003834,5.0,2026-08-14,Damaged package
R002372,O006634,5.0,2026-04-21,Average experience
R002373,O005820,4.0,2026-05-09,Damaged package
R002374,O000654,5.0,2026-03-21,Damaged package
R002375,O002619,4.0,2026-02-10,Average experience
R002376,O003699,4.0,2026-02-27,Late delivery
R002377,O004296,4.0,2026-08-31,Good quality
R002378,O002506,4.0,2026-04-24,Fast delivery
R002379,O007022,5.0,2026-06-09,Good quality
R002380,O006035,4.0,2026-05-15,Fast delivery
R002381,O006221,5.0,2026-05-31,Great value
R002382,O002550,3.0,2026-02-08,Good quality
R002383,O005240,4.0,2026-04-11,Late delivery
R002384,O006745,4.0,2026-03-19,Excellent product
R002385,O004992,4.0,2026-01-07,Late delivery
R002386,O000571,1.0,2026-03-25,Great value
R002387,O001449,4.0,2026-04-26,Good quality
R002388,O006429,4.0,2026-01-14,Not as expected
R002389,O003289,5.0,2026-02-23,Late delivery
R002390,O003902,5.0,2026-01-06,Damaged package
R002391,O001746,4.0,2026-07-29,Great value
R002392,O005345,5.0,2026-05-24,Fast delivery
R002393,O003104,4.0,2026-01-07,Excellent product
R002394,O000288,4.0,2026-08-14,Late delivery
R002395,O001739,5.0,2026-01-18,Damaged package
R002396,O006866,5.0,2026-04-03,Damaged package
R002397,O006357,4.0,2026-05-25,Great value
R002398,O003379,3.0,2026-08-26,Late delivery
R002399,O004033,,2026-06-13,Great value
R002400,O004997,5.0,2026-08-06,Great value
R002401,O002973,3.0,2026-08-04,Great value
R002402,O006227,1.0,2026-08-17,Average experience
R002403,O001685,4.0,2026-06-11,Great value
R002404,O004681,4.0,2026-08-03,Good quality
R002405,O001339,3.0,2026-06-15,Excellent product
R002406,O003103,4.0,2026-06-07,Fast delivery
R002407,O006679,3.0,2026-05-15,Not as expected
R002408,O005224,4.0,2026-06-10,Late delivery
R002409,O003940,4.0,2026-02-03,Not as expected
R002410,O002259,5.0,2026-02-18,Damaged package
R002411,O004153,4.0,2026-04-05,Great value
R002412,O004353,3.0,2026-08-23,Good quality
R002413,O003209,5.0,2026-01-06,Great value
R002414,O005818,1.0,2026-02-17,Good quality
R002415,O006247,5.0,2026-03-25,Excellent product
R002416,O001565,1.0,2026-08-07,Fast delivery
R002417,O005494,2.0,2026-06-06,Fast delivery
R002418,O005502,4.0,2026-06-27,Late delivery
R002419,O002578,5.0,2026-04-14,Great value
R002420,O002186,3.0,2026-06-12,Late delivery
R002421,O007069,4.0,2026-03-14,Excellent product
R002422,O001232,5.0,2026-01-25,Late delivery
R002423,O004519,5.0,2026-05-24,Great value
R002424,O001259,4.0,2026-07-23,Average experience
R002425,O002255,4.0,2026-08-30,Late delivery
R002426,O001952,4.0,2026-05-26,Average experience
R002427,O006690,4.0,2026-01-06,Damaged package
R002428,O000114,3.0,2026-01-16,Excellent product
R002429,O006112,2.0,2026-05-04,Great value
R002430,O005264,5.0,2026-01-10,Fast delivery
R002431,O004830,4.0,2026-01-08,Good quality
R002432,O000508,5.0,2026-03-25,Average experience
R002433,O003729,4.0,2026-06-10,Average experience
R002434,O003316,1.0,2026-07-27,Excellent product
R002435,O002869,4.0,2026-02-13,Great value
R002436,O002649,4.0,2026-02-26,Great value
R002437,O003576,3.0,2026-02-16,Late delivery
R002438,O004196,5.0,2026-01-23,Excellent product
R002439,O006773,5.0,2026-03-28,Damaged package
R002440,O000351,5.0,2026-04-14,Excellent product
R002441,O006013,4.0,2026-04-15,Excellent product
R002442,O005005,5.0,2026-05-11,Great value
R002443,O003957,3.0,2026-06-03,Late delivery
R002444,O001115,5.0,2026-04-06,Excellent product
R002445,O005331,5.0,2026-07-29,Average experience
R002446,O000299,1.0,2026-06-13,Late delivery
R002447,O004499,4.0,2026-07-01,Great value
R002448,O005715,2.0,2026-08-04,Good quality
R002449,O002771,4.0,2026-04-24,Damaged package
R002450,O005484,5.0,2026-08-27,Fast delivery
R002451,O005877,3.0,2026-05-14,Great value
R002452,O005201,4.0,2026-02-07,Fast delivery
R002453,O003046,2.0,2026-03-18,Not as expected
R002454,O000230,4.0,2026-05-14,Great value
R002455,O003856,2.0,2026-06-03,Fast delivery
R002456,O003018,5.0,2026-01-08,Great value
R002457,O004986,4.0,2026-07-24,Not as expected
R002458,O004463,3.0,2026-08-31,Average experience
R002459,O004621,5.0,2026-03-22,Fast delivery
R002460,O002104,4.0,2026-05-29,Fast delivery
R002461,O005664,4.0,2026-03-10,Great value
R002462,O006613,5.0,2026-05-22,Great value
R002463,O007045,5.0,2026-04-27,Excellent product
R002464,O007113,5.0,2026-04-01,Not as expected
R002465,O001615,4.0,2026-02-11,Average experience
R002466,O000608,4.0,2026-08-14,Fast delivery
R002467,O003164,4.0,2026-04-08,Damaged package
R002468,O001094,4.0,2026-07-01,Average experience
R002469,O005831,4.0,2026-06-03,Great value
R002470,O007073,3.0,2026-02-09,Not as expected
R002471,O006835,4.0,2026-05-07,Great value
R002472,O000204,5.0,2026-02-12,Excellent product
R002473,O002388,3.0,2026-06-21,Good quality
R002474,O003002,4.0,2026-02-08,Late delivery
R002475,O004126,3.0,2026-04-01,Damaged package
R002476,O000838,4.0,2026-06-19,Not as expected
R002477,O006008,5.0,2026-03-15,Good quality
R002478,O007143,3.0,2026-05-25,Fast delivery
R002479,O001231,5.0,2026-07-08,Fast delivery
R002480,O005461,4.0,2026-07-20,Late delivery
R002481,O001610,5.0,2026-06-27,Good quality
R002482,O004511,2.0,2026-02-06,Great value
R002483,O004229,5.0,2026-02-19,Not as expected
R002484,O003640,5.0,2026-08-09,Damaged package
R002485,O002822,5.0,2026-03-07,Fast delivery
R002486,O006220,5.0,2026-06-30,Good quality
R002487,O006808,3.0,2026-06-08,Damaged package
R002488,O002618,4.0,2026-01-01,Not as expected
R002489,O005489,2.0,2026-01-18,Great value
R002490,O003275,1.0,2026-03-13,Late delivery
R002491,O005657,5.0,2026-06-16,Damaged package
R002492,O000658,5.0,2026-04-12,Good quality
R002493,O000791,2.0,2026-07-26,Average experience
R002494,O002514,4.0,2026-03-04,Damaged package
R002495,O006519,3.0,2026-07-18,Great value
R002496,O005938,4.0,2026-05-06,Fast delivery
R002497,O001360,5.0,2026-05-17,Not as expected
R002498,O005276,5.0,2026-08-24,Damaged package
R002499,O002348,4.0,2026-06-22,Excellent product
R002500,O004872,5.0,2026-07-28,Not as expected
R002501,O002657,3.0,2026-03-14,Great value
R002502,O005278,5.0,2026-04-22,Good quality
R002503,O005463,2.0,2026-06-21,Good quality
R002504,O006290,4.0,2026-06-03,Great value
R002505,O007060,4.0,2026-08-31,Fast delivery
R002506,O003356,2.0,2026-07-05,Damaged package
R002507,O005500,2.0,2026-05-01,Average experience
R002508,O006890,4.0,2026-07-10,Late delivery
R002509,O006036,4.0,2026-03-09,Average experience
R002510,O006149,3.0,2026-04-01,Late delivery
R002511,O001781,4.0,2026-02-18,Good quality
R002512,O003108,,2026-08-14,Excellent product
R002513,O000804,2.0,2026-03-03,Excellent product
R002514,O000858,4.0,2026-06-02,Good quality
R002515,O004097,3.0,2026-05-05,Fast delivery
R002516,O006657,4.0,2026-06-05,Average experience
R002517,O003514,3.0,2026-08-20,Excellent product
R002518,O005073,3.0,2026-06-26,Fast delivery
R002519,O000220,4.0,2026-01-03,Fast delivery
R002520,O001289,2.0,2026-07-23,Excellent product
R002521,O000583,1.0,2026-03-27,Late delivery
R002522,O000044,5.0,2026-05-09,Fast delivery
R002523,O001235,3.0,2026-07-25,Late delivery
R002524,O002797,4.0,2026-06-09,Not as expected
R002525,O006967,4.0,2026-05-10,Good quality
R002526,O001893,4.0,2026-05-21,Damaged package
R002527,O004367,3.0,2026-03-03,Great value
R002528,O006303,3.0,2026-04-30,Excellent product
R002529,O004105,4.0,2026-07-24,Fast delivery
R002530,O005953,4.0,2026-08-31,Great value
R002531,O001072,3.0,2026-05-27,Good quality
R002532,O000719,3.0,2026-04-08,Not as expected
R002533,O002365,4.0,2026-02-12,Late delivery
R002534,O001506,2.0,2026-03-13,Not as expected
R002535,O000671,,2026-04-28,Not as expected
R002536,O005171,5.0,2026-05-19,Late delivery
R002537,O005761,4.0,2026-07-01,Excellent product
R002538,O004162,1.0,2026-03-26,Fast delivery
R002539,O000898,3.0,2026-08-25,Average experience
R002540,O005797,4.0,2026-05-24,Great value
R002541,O002982,5.0,2026-01-07,Late delivery
R002542,O001531,3.0,2026-07-15,Average experience
R002543,O006412,2.0,2026-07-21,Not as expected
R002544,O005750,4.0,2026-03-25,Damaged package
R002545,O003106,4.0,2026-06-29,Late delivery
R002546,O004809,5.0,2026-04-22,Good quality
R002547,O005829,4.0,2026-04-26,Good quality
R002548,O004356,1.0,2026-06-25,Late delivery
R002549,O005488,4.0,2026-07-06,Good quality
R002550,O001875,3.0,2026-05-09,Average experience
