payment_id,order_id,payment_method,payment_status,amount
PAY0003239,O003239,Card,Paid,18550.0
PAY0003240,O003240,Card,Paid,41600.0
PAY0003241,O003241,Cash on Delivery,Paid,56100.0
PAY0003242,O003242,Card,Paid,42750.0
PAY0003243,O003243,Bank Transfer,Paid,84000.0
PAY0003244,O003244,Wallet,Paid,26275.0
PAY0003245,O003245,Card,Paid,130000.0
PAY0003246,O003246,Cash on Delivery,Pending,20900.0
PAY0003247,O003247,Card,Paid,4250.0
PAY0003248,O003248,Cash on Delivery,Paid,24000.0
PAY0003249,O003249,Bank Transfer,Paid,196200.0
PAY0003250,O003250,Cash on Delivery,Paid,12825.0
PAY0003251,O003251,Cash on Delivery,Paid,15000.0
PAY0003252,O003252,Card,Paid,79800.0
PAY0003253,O003253,Card,Paid,52000.0
PAY0003254,O003254,Bank Transfer,Paid,15000.0
PAY0003255,O003255,Wallet,Paid,6500.0
PAY0003256,O003256,Cash on Delivery,Paid,66000.0
PAY0003257,O003257,Card,Paid,4750.0
PAY0003258,O003258,Cash on Delivery,Paid,104000.0
PAY0003259,O003259,Cash on Delivery,Paid,62200.0
PAY0003260,O003260,Cash on Delivery,Paid,18000.0
PAY0003261,O003261,Card,Paid,17000.0
PAY0003262,O003262,Bank Transfer,Paid,18700.0
PAY0003263,O003263,Wallet,Paid,65400.0
PAY0003264,O003264,Wallet,Paid,24000.0
PAY0003265,O003265,Wallet,Paid,132600.0
PAY0003266,O003266,Card,Paid,64650.0
PAY0003267,O003267,Card,Paid,57600.0
PAY0003268,O003268,Bank Transfer,Paid,42750.0
PAY0003269,O003269,Cash on Delivery,Paid,130000.0
PAY0003270,O003270,Wallet,Paid,36000.0
PAY0003271,O003271,Card,Pending,39000.0
PAY0003272,O003272,Card,Paid,68400.0
PAY0003273,O003273,Cash on Delivery,Paid,24000.0
PAY0003274,O003274,Card,Paid,16200.0
PAY0003275,O003275,Card,Paid,15000.0
PAY0003276,O003276,Cash on Delivery,Paid,117000.0
PAY0003277,O003277,Bank Transfer,Paid,209200.0
PAY0003278,O003278,Cash on Delivery,Paid,132600.0
PAY0003279,O003279,Card,Paid,8500.0
PAY0003280,O003280,Bank Transfer,Paid,62700.0
PAY0003281,O003281,Bank Transfer,Paid,17000.0
PAY0003282,O003282,Cash on Delivery,Paid,24000.0
PAY0003283,O003283,Cash on Delivery,Paid,28800.0
PAY0003284,O003284,Card,Paid,98800.0
PAY0003285,O003285,Card,Paid,85500.0
PAY0003286,O003286,Bank Transfer,Paid,24225.0
PAY0003287,O003287,Card,Paid,123500.0
PAY0003288,O003288,Wallet,Paid,25500.0
PAY0003289,O003289,Wallet,Paid,38250.0
PAY0003290,O003290,Card,Paid,195000.0
PAY0003291,O003291,Card,Paid,68400.0
PAY0003292,O003292,Bank Transfer,Paid,12750.0
PAY0003293,O003293,Bank Transfer,Paid,29125.0
PAY0003294,O003294,Card,Paid,95600.0
PAY0003295,O003295,Cash on Delivery,Paid,82500.0
PAY0003296,O003296,Card,Paid,5000.0
PAY0003297,O003297,Card,Paid,26850.0
PAY0003298,O003298,Cash on Delivery,Paid,8075.0
PAY0003299,O003299,Card,Paid,26550.0
PAY0003300,O003300,Card,Paid,6500.0
PAY0003301,O003301,Cash on Delivery,Paid,6175.0
PAY0003302,O003302,Card,Paid,38250.0
PAY0003303,O003303,Card,Paid,110500.0
PAY0003304,O003304,Cash on Delivery,Paid,11475.0
PAY0003305,O003305,Bank Transfer,Paid,76225.0
PAY0003306,O003306,Cash on Delivery,Paid,4500.0
PAY0003307,O003307,Cash on Delivery,Paid,4250.0
PAY0003308,O003308,Card,Paid,8075.0
PAY0003309,O003309,Bank Transfer,Paid,46525.0
PAY0003310,O003310,Card,Paid,64800.0
PAY0003311,O003311,Card,Paid,130000.0
PAY0003312,O003312,Card,Paid,156000.0
PAY0003313,O003313,Card,Paid,130000.0
PAY0003314,O003314,Cash on Delivery,Paid,70800.0
PAY0003315,O003315,Wallet,Paid,15300.0
PAY0003316,O003316,Cash on Delivery,Paid,84000.0
PAY0003317,O003317,Card,Paid,84000.0
PAY0003318,O003318,Bank Transfer,Paid,94400.0
PAY0003319,O003319,Card,Paid,15000.0
PAY0003320,O003320,Cash on Delivery,Paid,34200.0
PAY0003321,O003321,Cash on Delivery,Paid,66000.0
PAY0003322,O003322,Cash on Delivery,Paid,29700.0
PAY0003323,O003323,Card,Paid,65000.0
PAY0003324,O003324,Wallet,Paid,25500.0
PAY0003325,O003325,Card,Paid,130000.0
PAY0003326,O003326,Cash on Delivery,Paid,41600.0
PAY0003327,O003327,Card,Paid,110500.0
PAY0003328,O003328,Cash on Delivery,Paid,6500.0
PAY0003329,O003329,Bank Transfer,Paid,40500.0
PAY0003330,O003330,Cash on Delivery,Paid,28300.0
PAY0003331,O003331,Card,Paid,45600.0
PAY0003332,O003332,Cash on Delivery,Paid,4500.0
PAY0003333,O003333,Bank Transfer,Paid,132600.0
PAY0003334,O003334,Card,Paid,9000.0
PAY0003335,O003335,Card,Paid,124000.0
PAY0003336,O003336,Cash on Delivery,Paid,13500.0
PAY0003337,O003337,Cash on Delivery,Paid,36000.0
PAY0003338,O003338,Card,Paid,8100.0
PAY0003339,O003339,Cash on Delivery,Paid,68875.0
PAY0003340,O003340,Cash on Delivery,Paid,42600.0
PAY0003341,O003341,Card,Paid,25200.0
PAY0003342,O003342,Card,Paid,41800.0
PAY0003343,O003343,Card,Paid,220500.0
PAY0003344,O003344,Card,Paid,12150.0
PAY0003345,O003345,Wallet,Paid,60600.0
PAY0003346,O003346,Card,Paid,75600.0
PAY0003347,O003347,Card,Paid,27000.0
PAY0003348,O003348,Bank Transfer,Paid,36000.0
PAY0003349,O003349,Cash on Delivery,Paid,67950.0
PAY0003350,O003350,Bank Transfer,Paid,4050.0
PAY0003351,O003351,Cash on Delivery,Paid,110500.0
PAY0003352,O003352,Bank Transfer,Paid,25500.0
PAY0003353,O003353,Card,Paid,137600.0
PAY0003354,O003354,Cash on Delivery,Failed,34200.0
PAY0003355,O003355,Card,Paid,22950.0
PAY0003356,O003356,Cash on Delivery,Paid,8075.0
PAY0003357,O003357,Card,Paid,123500.0
PAY0003358,O003358,Cash on Delivery,Paid,45000.0
PAY0003359,O003359,Cash on Delivery,Paid,195000.0
PAY0003360,O003360,Card,Paid,15300.0
PAY0003361,O003361,Card,Paid,136325.0
PAY0003362,O003362,Cash on Delivery,Failed,94500.0
PAY0003363,O003363,Cash on Delivery,Paid,42750.0
PAY0003364,O003364,Cash on Delivery,Paid,15300.0
PAY0003365,O003365,Bank Transfer,Pending,132600.0
PAY0003366,O003366,Cash on Delivery,Paid,152950.0
PAY0003367,O003367,Card,Paid,123500.0
PAY0003368,O003368,Cash on Delivery,Paid,12000.0
PAY0003369,O003369,Card,Paid,45600.0
PAY0003370,O003370,Cash on Delivery,Paid,28125.0
PAY0003371,O003371,Card,Failed,78900.0
PAY0003372,O003372,Cash on Delivery,Paid,13500.0
PAY0003373,O003373,Cash on Delivery,Paid,137000.0
PAY0003374,O003374,Card,Paid,6000.0
PAY0003375,O003375,Wallet,Paid,25500.0
PAY0003376,O003376,Card,Paid,8500.0
PAY0003377,O003377,Card,Paid,59400.0
PAY0003378,O003378,Cash on Delivery,Paid,25500.0
PAY0003379,O003379,Bank Transfer,Paid,7650.0
PAY0003380,O003380,Card,Paid,21075.0
PAY0003381,O003381,Card,Paid,11400.0
PAY0003382,O003382,Cash on Delivery,Paid,18750.0
PAY0003383,O003383,Card,Paid,61200.0
PAY0003384,O003384,Cash on Delivery,Paid,21675.0
PAY0003385,O003385,Bank Transfer,Paid,25500.0
PAY0003386,O003386,Card,Paid,75600.0
PAY0003387,O003387,Card,Paid,2375.0
PAY0003388,O003388,Cash on Delivery,Paid,24000.0
PAY0003389,O003389,Cash on Delivery,Paid,4275.0
PAY0003390,O003390,Cash on Delivery,Paid,14350.0
PAY0003391,O003391,Bank Transfer,Paid,22400.0
PAY0003392,O003392,Bank Transfer,Paid,4500.0
PAY0003393,O003393,Card,Paid,104000.0
PAY0003394,O003394,Bank Transfer,Failed,15300.0
PAY0003395,O003395,Cash on Delivery,Paid,8075.0
PAY0003396,O003396,Bank Transfer,Paid,6500.0
PAY0003397,O003397,Cash on Delivery,Paid,32400.0
PAY0003398,O003398,Bank Transfer,Paid,79800.0
PAY0003399,O003399,Bank Transfer,Paid,52000.0
PAY0003400,O003400,Card,Paid,36000.0
PAY0003401,O003401,Cash on Delivery,Paid,13600.0
PAY0003402,O003402,Cash on Delivery,Paid,-8500.0
PAY0003403,O003403,Cash on Delivery,Paid,97750.0
PAY0003404,O003404,Card,Paid,28000.0
PAY0003405,O003405,Card,Paid,15775.0
PAY0003406,O003406,Card,Paid,50400.0
PAY0003407,O003407,Cash on Delivery,Paid,75600.0
PAY0003408,O003408,Cash on Delivery,Paid,-14250.0
PAY0003409,O003409,Cash on Delivery,Paid,48825.0
PAY0003410,O003410,Card,Paid,104000.0
PAY0003411,O003411,Bank Transfer,Pending,30600.0
PAY0003412,O003412,Cash on Delivery,Paid,43200.0
PAY0003413,O003413,Bank Transfer,Paid,44200.0
PAY0003414,O003414,Bank Transfer,Paid,8075.0
PAY0003415,O003415,Bank Transfer,Paid,56000.0
PAY0003416,O003416,Cash on Delivery,Paid,7650.0
PAY0003417,O003417,Cash on Delivery,Paid,7200.0
PAY0003418,O003418,Cash on Delivery,Paid,156000.0
PAY0003419,O003419,Card,Paid,84000.0
PAY0003420,O003420,Wallet,Paid,195000.0
PAY0003421,O003421,Cash on Delivery,Paid,32400.0
PAY0003422,O003422,Cash on Delivery,Paid,22800.0
PAY0003423,O003423,Cash on Delivery,Paid,24000.0
PAY0003424,O003424,Cash on Delivery,Paid,140400.0
PAY0003425,O003425,Cash on Delivery,Paid,10550.0
PAY0003426,O003426,Card,Paid,2250.0
PAY0003427,O003427,Cash on Delivery,Paid,22950.0
PAY0003428,O003428,Wallet,Paid,67450.0
PAY0003429,O003429,Bank Transfer,Paid,11700.0
PAY0003430,O003430,Card,Paid,175500.0
PAY0003431,O003431,Cash on Delivery,Paid,28500.0
PAY0003432,O003432,Cash on Delivery,Paid,39000.0
PAY0003433,O003433,Wallet,Failed,110500.0
PAY0003434,O003434,Wallet,Failed,48000.0
PAY0003435,O003435,Card,Paid,52000.0
PAY0003436,O003436,Card,Pending,64800.0
PAY0003437,O003437,Card,Paid,117900.0
PAY0003438,O003438,Card,Paid,34200.0
PAY0003439,O003439,Cash on Delivery,Paid,28500.0
PAY0003440,O003440,Cash on Delivery,Paid,95200.0
PAY0003441,O003441,Bank Transfer,Paid,14250.0
PAY0003442,O003442,Card,Pending,6500.0
PAY0003443,O003443,Card,Paid,13500.0
PAY0003444,O003444,Cash on Delivery,Paid,7125.0
PAY0003445,O003445,Cash on Delivery,Paid,48000.0
PAY0003446,O003446,Card,Paid,104000.0
PAY0003447,O003447,Card,Paid,12825.0
PAY0003448,O003448,Cash on Delivery,Paid,30000.0
PAY0003449,O003449,Card,Paid,117000.0
PAY0003450,O003450,Cash on Delivery,Pending,36000.0
PAY0003451,O003451,Wallet,Paid,104000.0
PAY0003452,O003452,Card,Paid,66800.0
PAY0003453,O003453,Bank Transfer,Paid,12825.0
PAY0003454,O003454,Bank Transfer,Paid,90600.0
PAY0003455,O003455,Cash on Delivery,Paid,15000.0
PAY0003456,O003456,Card,Paid,43200.0
PAY0003457,O003457,Card,Paid,30000.0
PAY0003458,O003458,Bank Transfer,Paid,57000.0
PAY0003459,O003459,Card,Paid,93600.0
PAY0003460,O003460,Bank Transfer,Paid,5000.0
PAY0003461,O003461,Bank Transfer,Paid,130000.0
PAY0003462,O003462,Bank Transfer,Paid,39300.0
PAY0003463,O003463,Bank Transfer,Paid,8500.0
PAY0003464,O003464,Wallet,Paid,30000.0
PAY0003465,O003465,Wallet,Paid,26600.0
PAY0003466,O003466,Cash on Delivery,Paid,34200.0
PAY0003467,O003467,Card,Paid,4500.0
PAY0003468,O003468,Card,Paid,15000.0
PAY0003469,O003469,Card,Paid,11050.0
PAY0003470,O003470,Card,Paid,209400.0
PAY0003471,O003471,Bank Transfer,Paid,105450.0
PAY0003472,O003472,Bank Transfer,Paid,2500.0
PAY0003473,O003473,Cash on Delivery,Paid,52000.0
PAY0003474,O003474,Bank Transfer,Paid,38400.0
PAY0003475,O003475,Cash on Delivery,Paid,83200.0
PAY0003476,O003476,Cash on Delivery,Paid,17775.0
PAY0003477,O003477,Bank Transfer,Paid,107100.0
PAY0003478,O003478,Bank Transfer,Paid,84000.0
PAY0003479,O003479,Bank Transfer,Paid,9000.0
PAY0003480,O003480,Cash on Delivery,Paid,21675.0
PAY0003481,O003481,Card,Paid,12000.0
PAY0003482,O003482,Card,Failed,13500.0
PAY0003483,O003483,Cash on Delivery,Paid,104000.0
PAY0003484,O003484,Wallet,Paid,117000.0
PAY0003485,O003485,Bank Transfer,Paid,156000.0
PAY0003486,O003486,Bank Transfer,Paid,99150.0
PAY0003487,O003487,Card,Paid,44000.0
PAY0003488,O003488,Cash on Delivery,Paid,64800.0
PAY0003489,O003489,Bank Transfer,Paid,12825.0
PAY0003490,O003490,Bank Transfer,Paid,8500.0
PAY0003491,O003491,Cash on Delivery,Paid,185250.0
PAY0003492,O003492,Card,Paid,12000.0
PAY0003493,O003493,Bank Transfer,Paid,34200.0
PAY0003494,O003494,Card,Paid,224850.0
PAY0003495,O003495,Cash on Delivery,Paid,77200.0
PAY0003496,O003496,Cash on Delivery,Paid,114000.0
PAY0003497,O003497,Wallet,Paid,45000.0
PAY0003498,O003498,Card,Paid,53200.0
PAY0003499,O003499,Cash on Delivery,Paid,79800.0
PAY0003500,O003500,Card,Paid,156000.0
PAY0003501,O003501,Cash on Delivery,Paid,7500.0
PAY0003502,O003502,Card,Paid,44200.0
PAY0003503,O003503,Card,Pending,19500.0
PAY0003504,O003504,Bank Transfer,Paid,44350.0
PAY0003505,O003505,Bank Transfer,Paid,56000.0
PAY0003506,O003506,Bank Transfer,Paid,24000.0
PAY0003507,O003507,Bank Transfer,Paid,12150.0
PAY0003508,O003508,Card,Paid,17000.0
PAY0003509,O003509,Card,Paid,15675.0
PAY0003510,O003510,Card,Paid,20400.0
PAY0003511,O003511,Card,Paid,15300.0
PAY0003512,O003512,Card,Paid,18000.0
PAY0003513,O003513,Card,Paid,45000.0
PAY0003514,O003514,Card,Paid,6500.0
PAY0003515,O003515,Cash on Delivery,Paid,6375.0
PAY0003516,O003516,Card,Pending,72000.0
PAY0003517,O003517,Card,Paid,64800.0
PAY0003518,O003518,Cash on Delivery,Paid,5000.0
PAY0003519,O003519,Card,Paid,72000.0
PAY0003520,O003520,Card,Paid,19500.0
PAY0003521,O003521,Bank Transfer,Paid,19500.0
PAY0003522,O003522,Bank Transfer,Paid,24000.0
PAY0003523,O003523,Card,Paid,156000.0
PAY0003524,O003524,Cash on Delivery,Paid,37500.0
PAY0003525,O003525,Card,Paid,4050.0
PAY0003526,O003526,Cash on Delivery,Paid,13500.0
PAY0003527,O003527,Card,Paid,48000.0
PAY0003528,O003528,Cash on Delivery,Paid,25500.0
PAY0003529,O003529,Cash on Delivery,Pending,156000.0
PAY0003530,O003530,Card,Paid,16150.0
PAY0003531,O003531,Bank Transfer,Paid,28000.0
PAY0003532,O003532,Cash on Delivery,Paid,44000.0
PAY0003533,O003533,Card,Paid,24000.0
PAY0003534,O003534,Bank Transfer,Paid,200000.0
PAY0003535,O003535,Card,Paid,25500.0
PAY0003536,O003536,Card,Pending,4275.0
PAY0003537,O003537,Card,Paid,32400.0
PAY0003538,O003538,Bank Transfer,Failed,62700.0
PAY0003539,O003539,Wallet,Paid,32250.0
PAY0003540,O003540,Cash on Delivery,Paid,20650.0
PAY0003541,O003541,Bank Transfer,Paid,12350.0
PAY0003542,O003542,Cash on Delivery,Paid,7650.0
PAY0003543,O003543,Card,Paid,195000.0
PAY0003544,O003544,Cash on Delivery,Paid,4050.0
PAY0003545,O003545,Bank Transfer,Paid,5525.0
PAY0003546,O003546,Card,Paid,20400.0
PAY0003547,O003547,Card,Paid,18525.0
PAY0003548,O003548,Card,Paid,2500.0
PAY0003549,O003549,Card,Paid,7125.0
PAY0003550,O003550,Cash on Delivery,Paid,123500.0
PAY0003551,O003551,Cash on Delivery,Paid,98800.0
PAY0003552,O003552,Card,Paid,39600.0
PAY0003553,O003553,Card,Paid,213700.0
PAY0003554,O003554,Cash on Delivery,Paid,195650.0
PAY0003555,O003555,Card,Paid,49400.0
PAY0003556,O003556,Card,Paid,13000.0
PAY0003557,O003557,Bank Transfer,Pending,40500.0
PAY0003558,O003558,Cash on Delivery,Paid,79800.0
PAY0003559,O003559,Cash on Delivery,Paid,24000.0
PAY0003560,O003560,Card,Paid,28500.0
PAY0003561,O003561,Wallet,Paid,24000.0
PAY0003562,O003562,Bank Transfer,Paid,14025.0
PAY0003563,O003563,Bank Transfer,Paid,4500.0
PAY0003564,O003564,Card,Paid,64800.0
PAY0003565,O003565,Card,Paid,32200.0
PAY0003566,O003566,Cash on Delivery,Paid,13000.0
PAY0003567,O003567,Card,Paid,17100.0
PAY0003568,O003568,Card,Paid,4275.0
PAY0003569,O003569,Cash on Delivery,Paid,123500.0
PAY0003570,O003570,Wallet,Paid,44200.0
PAY0003571,O003571,Cash on Delivery,Pending,21600.0
PAY0003572,O003572,Card,Paid,30000.0
PAY0003573,O003573,Card,Paid,82250.0
PAY0003574,O003574,Card,Paid,148200.0
PAY0003575,O003575,Card,Paid,53200.0
PAY0003576,O003576,Card,Paid,9000.0
PAY0003577,O003577,Card,Paid,65000.0
PAY0003578,O003578,Card,Paid,12825.0
PAY0003579,O003579,Card,Paid,5850.0
PAY0003580,O003580,Wallet,Paid,15300.0
PAY0003581,O003581,Cash on Delivery,Paid,185250.0
PAY0003582,O003582,Bank Transfer,Paid,32400.0
PAY0003583,O003583,Cash on Delivery,Pending,17000.0
PAY0003584,O003584,Cash on Delivery,Paid,42750.0
PAY0003585,O003585,Cash on Delivery,Paid,19500.0
PAY0003586,O003586,Bank Transfer,Paid,8500.0
PAY0003587,O003587,Card,Paid,42750.0
PAY0003588,O003588,Cash on Delivery,Paid,16150.0
PAY0003589,O003589,Card,Paid,42500.0
PAY0003590,O003590,Bank Transfer,Failed,130000.0
PAY0003591,O003591,Card,Paid,58500.0
PAY0003592,O003592,Card,Pending,25500.0
PAY0003593,O003593,Bank Transfer,Paid,175500.0
PAY0003594,O003594,Card,Paid,36000.0
PAY0003595,O003595,Wallet,Paid,130500.0
PAY0003596,O003596,Cash on Delivery,Paid,18525.0
PAY0003597,O003597,Bank Transfer,Paid,124800.0
PAY0003598,O003598,Card,Paid,5850.0
PAY0003599,O003599,Cash on Delivery,Paid,17000.0
PAY0003600,O003600,Card,Paid,29475.0
PAY0003601,O003601,Card,Pending,165750.0
PAY0003602,O003602,Bank Transfer,Paid,14450.0
PAY0003603,O003603,Card,Paid,66000.0
PAY0003604,O003604,Cash on Delivery,Paid,9000.0
PAY0003605,O003605,Cash on Delivery,Paid,27000.0
PAY0003606,O003606,Wallet,Paid,104000.0
PAY0003607,O003607,Cash on Delivery,Paid,16150.0
PAY0003608,O003608,Card,Paid,24000.0
PAY0003609,O003609,Bank Transfer,Paid,59400.0
PAY0003610,O003610,Cash on Delivery,Paid,4500.0
PAY0003611,O003611,Card,Paid,4500.0
PAY0003612,O003612,Card,Paid,140400.0
PAY0003613,O003613,Cash on Delivery,Paid,2500.0
PAY0003614,O003614,Card,Paid,79800.0
PAY0003615,O003615,Bank Transfer,Paid,36000.0
PAY0003616,O003616,Bank Transfer,Paid,98800.0
PAY0003617,O003617,Cash on Delivery,Paid,14150.0
PAY0003618,O003618,Card,Paid,52000.0
PAY0003619,O003619,Card,Paid,40500.0
PAY0003620,O003620,Cash on Delivery,Paid,8500.0
PAY0003621,O003621,Card,Paid,148200.0
PAY0003622,O003622,Card,Paid,65200.0
PAY0003623,O003623,Cash on Delivery,Paid,42075.0
PAY0003624,O003624,Cash on Delivery,Paid,64400.0
PAY0003625,O003625,Card,Paid,34250.0
PAY0003626,O003626,Cash on Delivery,Paid,3825.0
PAY0003627,O003627,Card,Paid,20500.0
PAY0003628,O003628,Cash on Delivery,Paid,123600.0
PAY0003629,O003629,Cash on Delivery,Paid,78000.0
PAY0003630,O003630,Card,Paid,132600.0
PAY0003631,O003631,Bank Transfer,Paid,19800.0
PAY0003632,O003632,Bank Transfer,Paid,2375.0
PAY0003633,O003633,Bank Transfer,Paid,24000.0
PAY0003634,O003634,Card,Paid,13500.0
PAY0003635,O003635,Wallet,Paid,123500.0
PAY0003636,O003636,Cash on Delivery,Paid,30000.0
PAY0003637,O003637,Card,Paid,41775.0
PAY0003638,O003638,Cash on Delivery,Paid,26600.0
PAY0003639,O003639,Bank Transfer,Pending,20475.0
PAY0003640,O003640,Bank Transfer,Paid,9000.0
PAY0003641,O003641,Card,Paid,42750.0
PAY0003642,O003642,Card,Paid,4275.0
PAY0003643,O003643,Cash on Delivery,Paid,62700.0
PAY0003644,O003644,Wallet,Paid,27000.0
PAY0003645,O003645,Wallet,Paid,17000.0
PAY0003646,O003646,Card,Paid,4750.0
PAY0003647,O003647,Card,Paid,8075.0
PAY0003648,O003648,Cash on Delivery,Paid,22125.0
PAY0003649,O003649,Card,Paid,12000.0
PAY0003650,O003650,Card,Paid,10800.0
PAY0003651,O003651,Bank Transfer,Paid,84000.0
PAY0003652,O003652,Card,Paid,8500.0
PAY0003653,O003653,Bank Transfer,Paid,28500.0
PAY0003654,O003654,Wallet,Paid,36000.0
PAY0003655,O003655,Card,Paid,7225.0
PAY0003656,O003656,Cash on Delivery,Paid,17000.0
PAY0003657,O003657,Cash on Delivery,Paid,16150.0
PAY0003658,O003658,Cash on Delivery,Paid,58500.0
PAY0003659,O003659,Wallet,Paid,44800.0
PAY0003660,O003660,Card,Paid,6175.0
PAY0003661,O003661,Wallet,Paid,68400.0
PAY0003662,O003662,Cash on Delivery,Paid,45600.0
PAY0003663,O003663,Card,Paid,45600.0
PAY0003664,O003664,Cash on Delivery,Paid,139000.0
PAY0003665,O003665,Cash on Delivery,Paid,12000.0
PAY0003666,O003666,Card,Paid,17550.0
PAY0003667,O003667,Bank Transfer,Paid,69300.0
PAY0003668,O003668,Card,Pending,20900.0
PAY0003669,O003669,Card,Paid,27575.0
PAY0003670,O003670,Cash on Delivery,Paid,2375.0
PAY0003671,O003671,Bank Transfer,Paid,16150.0
PAY0003672,O003672,Cash on Delivery,Paid,28500.0
PAY0003673,O003673,Cash on Delivery,Paid,130000.0
PAY0003674,O003674,Cash on Delivery,Paid,7650.0
PAY0003675,O003675,Cash on Delivery,Paid,17000.0
PAY0003676,O003676,Cash on Delivery,Paid,24000.0
PAY0003677,O003677,Card,Paid,2375.0
PAY0003678,O003678,Card,Paid,12000.0
PAY0003679,O003679,Bank Transfer,Paid,59600.0
PAY0003680,O003680,Card,Paid,202800.0
PAY0003681,O003681,Bank Transfer,Paid,41800.0
PAY0003682,O003682,Cash on Delivery,Paid,17000.0
PAY0003683,O003683,Card,Paid,40500.0
PAY0003684,O003684,Card,Pending,34200.0
PAY0003685,O003685,Card,Paid,16575.0
PAY0003686,O003686,Cash on Delivery,Paid,34200.0
PAY0003687,O003687,Card,Paid,45000.0
PAY0003688,O003688,Card,Pending,28000.0
PAY0003689,O003689,Bank Transfer,Paid,8500.0
PAY0003690,O003690,Cash on Delivery,Paid,30000.0
PAY0003691,O003691,Card,Paid,24225.0
PAY0003692,O003692,Card,Paid,28000.0
PAY0003693,O003693,Cash on Delivery,Paid,46800.0
PAY0003694,O003694,Card,Paid,56100.0
PAY0003695,O003695,Card,Paid,41000.0
PAY0003696,O003696,Bank Transfer,Paid,75600.0
PAY0003697,O003697,Cash on Delivery,Paid,4275.0
PAY0003698,O003698,Bank Transfer,Paid,9000.0
PAY0003699,O003699,Bank Transfer,Paid,48600.0
PAY0003700,O003700,Card,Paid,130000.0
PAY0003701,O003701,Cash on Delivery,Paid,140800.0
PAY0003702,O003702,Card,Paid,5850.0
PAY0003703,O003703,Card,Paid,48600.0
PAY0003704,O003704,Card,Paid,69000.0
PAY0003705,O003705,Bank Transfer,Paid,7125.0
PAY0003706,O003706,Cash on Delivery,Paid,8075.0
PAY0003707,O003707,Bank Transfer,Paid,111600.0
PAY0003708,O003708,Cash on Delivery,Paid,17000.0
PAY0003709,O003709,Card,Paid,27000.0
PAY0003710,O003710,Cash on Delivery,Paid,105300.0
PAY0003711,O003711,Card,Paid,22800.0
PAY0003712,O003712,Card,Paid,39600.0
PAY0003713,O003713,Card,Paid,17100.0
PAY0003714,O003714,Card,Paid,46800.0
PAY0003715,O003715,Cash on Delivery,Paid,75600.0
PAY0003716,O003716,Cash on Delivery,Paid,13000.0
PAY0003717,O003717,Cash on Delivery,Paid,6175.0
PAY0003718,O003718,Wallet,Paid,16150.0
PAY0003719,O003719,Card,Paid,195000.0
PAY0003720,O003720,Cash on Delivery,Paid,45900.0
PAY0003721,O003721,Card,Paid,25050.0
PAY0003722,O003722,Card,Pending,8100.0
PAY0003723,O003723,Bank Transfer,Paid,84000.0
PAY0003724,O003724,Cash on Delivery,Paid,36000.0
PAY0003725,O003725,Cash on Delivery,Paid,6500.0
PAY0003726,O003726,Card,Paid,40500.0
PAY0003727,O003727,Bank Transfer,Paid,78000.0
PAY0003728,O003728,Cash on Delivery,Failed,65000.0
PAY0003729,O003729,Card,Paid,77400.0
PAY0003730,O003730,Card,Paid,22000.0
PAY0003731,O003731,Cash on Delivery,Paid,32400.0
PAY0003732,O003732,Card,Paid,49400.0
PAY0003733,O003733,Card,Paid,25500.0
PAY0003734,O003734,Card,Paid,30000.0
PAY0003735,O003735,Card,Paid,22000.0
PAY0003736,O003736,Card,Paid,16150.0
PAY0003737,O003737,Cash on Delivery,Paid,37400.0
PAY0003738,O003738,Cash on Delivery,Paid,23800.0
PAY0003739,O003739,Card,Paid,30500.0
PAY0003740,O003740,Wallet,Paid,28500.0
PAY0003741,O003741,Card,Paid,16575.0
PAY0003742,O003742,Cash on Delivery,Failed,16150.0
PAY0003743,O003743,Cash on Delivery,Paid,84150.0
PAY0003744,O003744,Cash on Delivery,Paid,9000.0
PAY0003745,O003745,Card,Paid,4750.0
PAY0003746,O003746,Cash on Delivery,Paid,22950.0
PAY0003747,O003747,Cash on Delivery,Paid,26600.0
PAY0003748,O003748,Card,Paid,4500.0
PAY0003749,O003749,Card,Pending,86400.0
PAY0003750,O003750,Cash on Delivery,Paid,17550.0
PAY0003751,O003751,Card,Paid,105300.0
PAY0003752,O003752,Card,Paid,30600.0
PAY0003753,O003753,Card,Paid,199500.0
PAY0003754,O003754,Cash on Delivery,Paid,26400.0
PAY0003755,O003755,Cash on Delivery,Paid,34200.0
PAY0003756,O003756,Bank Transfer,Paid,24000.0
PAY0003757,O003757,Cash on Delivery,Paid,6750.0
PAY0003758,O003758,Card,Paid,51650.0
PAY0003759,O003759,Card,Paid,61750.0
PAY0003760,O003760,Bank Transfer,Paid,18000.0
PAY0003761,O003761,Card,Paid,7650.0
PAY0003762,O003762,Cash on Delivery,Paid,45000.0
PAY0003763,O003763,Cash on Delivery,Paid,64800.0
PAY0003764,O003764,Cash on Delivery,Paid,62700.0
PAY0003765,O003765,Card,Pending,30500.0
PAY0003766,O003766,Card,Paid,26550.0
PAY0003767,O003767,Bank Transfer,Paid,4500.0
PAY0003768,O003768,Card,Paid,110800.0
PAY0003769,O003769,Card,Paid,7200.0
PAY0003770,O003770,Card,Paid,53700.0
PAY0003771,O003771,Bank Transfer,Paid,118300.0
PAY0003772,O003772,Wallet,Paid,4500.0
PAY0003773,O003773,Cash on Delivery,Pending,12825.0
PAY0003774,O003774,Card,Paid,19500.0
