order_id,customer_id,order_date,status,sales_channel,shipping_city
O003069,C0424,2026-05-29,Delivered,Website,Rawalpindi
O003070,C0493,2026-01-03,Delivered,Mobile App,Lahore
O003071,C0523,2026-06-10,Delivered,Mobile App,Lahore
O003072,C0119,2026-08-11,Delivered,Mobile App,Lahore
O003073,C0455,2026-05-08,Delivered,Website,Multan
O003074,C0472,2026-04-21,Delivered,Website,Karachi
O003075,C0002,2026-03-14,Delivered,Mobile App,Peshawar
O003076,C0424,2026-08-20,Delivered,Website,Karachi
O003077,C0376,2026-01-09,Delivered,Mobile App,Multan
O003078,C0582,2026-03-11,Delivered,Website,Lahore
O003079,C0026,2026-02-03,Delivered,Website,Rawalpindi
O003080,C0580,2026-07-30,Delivered,Website,Rawalpindi
O003081,C0343,2026-04-28,Delivered,Mobile App,Rawalpindi
O003082,C0165,2026-08-13,Cancelled,Website,Rawalpindi
O003083,C0233,2026-06-11,Returned,Marketplace,Karachi
O003084,C0460,2026-05-16,Delivered,Website,Karachi
O003085,C0598,2026-05-06,Delivered,Marketplace,Karachi
O003086,C0191,2026-02-19,Delivered,Website,Rawalpindi
O003087,C0591,2026-05-17,Delivered,Website,Islamabad
O003088,C0378,2026-06-16,Shipped,Marketplace,Karachi
O003089,C0116,2026-08-23,Delivered,Mobile App,Peshawar
O003090,C0359,2026-05-14,Delivered,Mobile App,Karachi
O003091,C0482,2026-08-17,Delivered,Mobile App,Karachi
O003092,C0033,2026-08-18,Delivered,Website,Lahore
O003093,C0048,2026-05-07,Shipped,Mobile App,Rawalpindi
O003094,C0004,2026-04-17,Delivered,Website,Karachi
O003095,C0343,2026-02-04,Delivered,Mobile App,Multan
O003096,C0035,2026-03-07,Delivered,Marketplace,Rawalpindi
O003097,C0560,2026-08-02,Delivered,Marketplace,Islamabad
O003098,C0077,2026-02-03,Delivered,Mobile App,Karachi
O003099,C0043,2026-04-07,Delivered,Mobile App,Rawalpindi
O003100,C0155,2026-06-19,Delivered,Mobile App,Peshawar
O003101,C0458,2026-02-28,Shipped,Website,Lahore
O003102,C0545,2026-08-25,Delivered,Marketplace,Karachi
O003103,C0151,2026-06-07,Delivered,Mobile App,Lahore
O003104,C0312,2026-01-07,Delivered,Website,Lahore
O003105,C0465,2026-03-02,Delivered,Mobile App,Karachi
O003106,C0479,2026-06-29,Delivered,Website,Rawalpindi
O003107,C0092,2026-07-29,Delivered,Mobile App,Karachi
O003108,C0503,2026-08-14,Delivered,Mobile App,Peshawar
O003109,C0521,2026-07-26,Delivered,Website,Lahore
O003110,C0441,2026-01-19,Shipped,Website,Islamabad
O003111,C0317,2026-06-27,Delivered,Mobile App,Multan
O003112,C0235,2026-01-27,Delivered,Website,Lahore
O003113,C0534,2026-01-19,Delivered,Marketplace,Karachi
O003114,C0519,2026-06-18,Delivered,Website,Lahore
O003115,C0311,2026-04-27,Shipped,Website,Lahore
O003116,C0446,2026-06-07,Delivered,Website,Rawalpindi
O003117,C0240,2026-07-26,Delivered,Mobile App,Peshawar
O003118,C0446,2026-01-17,Returned,Mobile App,Rawalpindi
O003119,C0054,2026-05-09,Delivered,Mobile App,Multan
O003120,C0541,2026-07-22,Delivered,Marketplace,Karachi
O003121,C0310,2026-04-17,Delivered,Mobile App,Karachi
O003122,C0360,2026-05-08,Delivered,Website,Karachi
O003123,C0114,2026-05-01,Delivered,Website,Islamabad
O003124,C0318,2026-08-09,Delivered,Marketplace,Karachi
O003125,C0002,2026-01-13,Delivered,Website,Karachi
O003126,C0535,2026-08-02,Returned,Marketplace,Multan
O003127,C0450,2026-07-18,Delivered,Marketplace,Karachi
O003128,C0273,2026-07-17,Delivered,Mobile App,Karachi
O003129,C0502,2026-04-11,Delivered,Mobile App,Lahore
O003130,C0487,2026-05-06,Shipped,Marketplace,Karachi
O003131,C0072,2026-03-31,Delivered,Mobile App,Karachi
O003132,C0033,2026-03-03,Delivered,Mobile App,Karachi
O003133,C0153,2026-08-01,Cancelled,Website,Karachi
O003134,C0001,2026-05-03,Delivered,Mobile App,Peshawar
O003135,C0344,2026-06-25,Delivered,Website,Lahore
O003136,C0317,2026-01-25,Shipped,Marketplace,Rawalpindi
O003137,C0323,2026-07-11,Delivered,Mobile App,Rawalpindi
O003138,C0045,2026-06-10,Delivered,Mobile App,Rawalpindi
O003139,C0551,2026-08-31,Delivered,Website,Multan
O003140,C0586,2026-02-02,Delivered,Marketplace,Lahore
O003141,C0355,2026-05-12,Cancelled,Website,Karachi
O003142,C0004,2026-05-05,Delivered,Mobile App,Karachi
O003143,C0238,2026-05-11,Delivered,Website,Karachi
O003144,C0431,2026-01-14,Delivered,Marketplace,Peshawar
O003145,C0450,2026-04-25,Delivered,Mobile App,Islamabad
O003146,C0147,2026-03-14,Delivered,Website,Karachi
O003147,C0494,2026-05-31,Delivered,Website,Karachi
O003148,C0581,2026-02-26,Delivered,Website,Multan
O003149,C0306,2026-04-16,Delivered,Website,Lahore
O003150,C0229,2026-05-31,Delivered,Website,Karachi
O003151,C0316,2026-01-16,Delivered,Website,Multan
O003152,C0017,2026-07-11,Delivered,Website,Rawalpindi
O003153,C0315,2026-06-23,Delivered,Website,Lahore
O003154,C0017,2026-01-14,Delivered,Mobile App,Lahore
O003155,C0021,2026-01-16,Delivered,Website,Islamabad
O003156,C0333,2026-07-26,Delivered,Website,Karachi
O003157,C0307,2026-03-10,Delivered,Marketplace,Multan
O003158,C0593,2026-07-29,Delivered,Website,Rawalpindi
O003159,C0305,2026-05-02,Shipped,Mobile App,Islamabad
O003160,C0588,2026-03-25,Delivered,Marketplace,Islamabad
O003161,C0485,2026-03-08,Delivered,Mobile App,Multan
O003162,C0203,2026-06-10,Shipped,Mobile App,Karachi
O003163,C0556,2026-01-27,Delivered,Mobile App,Karachi
O003164,C0290,2026-04-08,Delivered,Mobile App,Rawalpindi
O003165,C0357,2026-03-26,Delivered,Mobile App,Karachi
O003166,C0061,2026-02-07,Delivered,Website,Islamabad
O003167,C0128,2026-03-27,Delivered,Mobile App,Lahore
O003168,C0314,2026-05-09,Delivered,Marketplace,Karachi
O003169,C0163,2026-06-14,Delivered,Mobile App,Karachi
O003170,C0360,2026-01-21,Delivered,Website,Rawalpindi
O003171,C0048,2026-07-31,Delivered,Website,Karachi
O003172,C0151,2026-08-02,Shipped,Mobile App,Karachi
O003173,C0400,2026-06-18,Delivered,Website,Lahore
O003174,C0368,2026-08-13,Delivered,Mobile App,Karachi
O003175,C0591,2026-04-14,Delivered,Website,Islamabad
O003176,C0540,2026-07-19,Delivered,Website,Multan
O003177,C0487,2026-06-26,Returned,Website,Rawalpindi
O003178,C0001,2026-05-17,Delivered,Marketplace,Islamabad
O003179,C0362,2026-02-13,Delivered,Marketplace,Lahore
O003180,C0138,2026-05-16,Delivered,Mobile App,Multan
O003181,C0161,2026-08-08,Delivered,Marketplace,Peshawar
O003182,C0126,2026-08-28,Delivered,Marketplace,Peshawar
O003183,C0274,2026-04-19,Delivered,Mobile App,Karachi
O003184,C0075,2026-03-02,Delivered,Website,Karachi
O003185,C0320,2026-07-01,Delivered,Mobile App,Karachi
O003186,C0100,2026-01-19,Delivered,Mobile App,Karachi
O003187,C0301,2026-02-06,Shipped,Website,Karachi
O003188,C0376,2026-05-17,Delivered,Marketplace,Multan
O003189,C0108,2026-08-29,Delivered,Website,Karachi
O003190,C0062,2026-03-21,Cancelled,Marketplace,Karachi
O003191,C0484,2026-04-18,Delivered,Mobile App,Multan
O003192,C0444,2026-03-20,Delivered,Website,Multan
O003193,C0157,2026-04-18,Cancelled,Marketplace,Karachi
O003194,C0533,2026-01-02,Shipped,Mobile App,Karachi
O003195,C0133,2026-05-25,Delivered,Mobile App,Peshawar
O003196,C0556,2026-05-25,Delivered,Mobile App,Multan
O003197,C0068,2026-03-18,Cancelled,Website,Islamabad
O003198,C0397,2026-03-06,Delivered,Website,Lahore
O003199,C0012,2026-07-05,Delivered,Website,Islamabad
O003200,C0119,2026-02-15,Delivered,Website,Rawalpindi
O003201,C0243,2026-01-12,Delivered,Website,Karachi
O003202,C0052,2026-01-10,Delivered,Mobile App,Lahore
O003203,C0275,2026-08-03,Shipped,Website,Peshawar
O003204,C0140,2026-03-30,Delivered,Mobile App,Rawalpindi
O003205,C0060,2026-01-25,Delivered,Website,Karachi
O003206,C0578,2026-08-02,Delivered,Website,Rawalpindi
O003207,C0590,2026-02-06,Delivered,Marketplace,Islamabad
O003208,C0578,2026-03-23,Delivered,Marketplace,Karachi
O003209,C0093,2026-01-06,Delivered,Mobile App,Karachi
O003210,C0230,2026-06-15,Delivered,Website,Karachi
O003211,C0197,2026-06-19,Delivered,Mobile App,Multan
O003212,C0196,2026-07-03,Delivered,Website,Karachi
O003213,C0250,2026-03-05,Delivered,Mobile App,Peshawar
O003214,C0307,2026-03-21,Shipped,Marketplace,Lahore
O003215,C0292,2026-08-16,Delivered,Website,Multan
O003216,C0176,2026-07-19,Delivered,Marketplace,Multan
O003217,C0588,2026-01-10,Delivered,Mobile App,Multan
O003218,C0588,2026-06-18,Delivered,Website,Peshawar
O003219,C0199,2026-07-17,Delivered,Website,Lahore
O003220,C0133,2026-05-16,Delivered,Mobile App,Karachi
O003221,C0320,2026-06-05,Delivered,Website,Karachi
O003222,C0222,2026-01-01,Delivered,Website,Islamabad
O003223,C0593,2026-01-08,Delivered,Website,Karachi
O003224,C0258,2026-01-09,Delivered,Marketplace,Lahore
O003225,C0024,2026-02-08,Delivered,Website,Karachi
O003226,C0076,2026-08-29,Delivered,Marketplace,Rawalpindi
O003227,C0045,2026-06-04,Delivered,Mobile App,Karachi
O003228,C0230,2026-07-10,Delivered,Website,Karachi
O003229,C0190,2026-03-13,Shipped,Website,Islamabad
O003230,C0515,2026-08-16,Delivered,Mobile App,Lahore
O003231,C0535,2026-02-18,Delivered,Website,Multan
O003232,C0085,2026-08-08,Delivered,Website,Islamabad
O003233,C0567,2026-01-08,Delivered,Website,Rawalpindi
O003234,C0351,2026-01-05,Delivered,Marketplace,Karachi
O003235,C0185,2026-01-20,Cancelled,Mobile App,Karachi
O003236,C0244,2026-07-12,Delivered,Mobile App,Rawalpindi
O003237,C0265,2026-03-04,Delivered,Website,Karachi
O003238,C0103,2026-04-20,Delivered,Website,Peshawar
O003239,C0521,2026-04-25,Delivered,Mobile App,Multan
O003240,C0008,2026-07-11,Cancelled,Website,Karachi
O003241,C0042,2026-03-26,Cancelled,Marketplace,Rawalpindi
O003242,C0165,2026-01-02,Delivered,Marketplace,Lahore
O003243,C0087,2026-04-04,Delivered,Website,Karachi
O003244,C0038,2026-03-12,Delivered,Marketplace,Lahore
O003245,C0231,2026-06-27,Delivered,Mobile App,Islamabad
O003246,C0227,2026-07-02,Delivered,Mobile App,Multan
O003247,C0076,2026-01-23,Cancelled,Website,Karachi
O003248,C0487,2026-07-12,Delivered,Marketplace,Rawalpindi
O003249,C0530,2026-01-18,Delivered,Website,Karachi
O003250,C0432,2026-05-31,Delivered,Mobile App,Karachi
O003251,C0314,2026-04-05,Delivered,Website,Islamabad
O003252,C0569,2026-03-15,Delivered,Website,Rawalpindi
O003253,C0211,2026-04-28,Delivered,Marketplace,Rawalpindi
O003254,C0257,2026-03-17,Delivered,Mobile App,Multan
O003255,C0010,2026-07-12,Returned,Website,Karachi
O003256,C0425,2026-08-23,Delivered,Mobile App,Lahore
O003257,C0056,2026-07-18,Delivered,Website,Karachi
O003258,C0400,2026-04-17,Delivered,Marketplace,Peshawar
O003259,C0470,2026-05-03,Delivered,Marketplace,Karachi
O003260,C0131,2026-04-19,Delivered,Website,Karachi
O003261,C0368,2026-07-12,Shipped,Mobile App,Rawalpindi
O003262,C0183,2026-05-15,Delivered,Marketplace,Lahore
O003263,C0239,2026-04-24,Delivered,Marketplace,Islamabad
O003264,C0318,2026-04-10,Delivered,Mobile App,Multan
O003265,C0150,,Delivered,Mobile App,Lahore
O003266,C0478,2026-05-15,Delivered,Mobile App,Lahore
O003267,C0237,2026-06-17,Delivered,Website,Multan
O003268,C0278,2026-04-16,Delivered,Mobile App,Rawalpindi
O003269,C0489,2026-07-16,Cancelled,Website,Karachi
O003270,C0137,2026-07-20,Delivered,Website,Peshawar
O003271,C0272,2026-04-15,Delivered,Website,Lahore
O003272,C0597,2026-08-09,Delivered,Marketplace,Rawalpindi
O003273,C0240,2026-02-12,Delivered,Website,Islamabad
O003274,C0070,2026-08-15,Delivered,Website,Karachi
O003275,C0171,2026-03-13,Shipped,Website,Peshawar
O003276,C0574,2026-05-18,Delivered,Website,Karachi
O003277,C0456,2026-03-10,Delivered,Marketplace,Multan
O003278,C0486,2026-04-18,Shipped,Website,Peshawar
O003279,C0153,2026-03-24,Delivered,Website,Multan
O003280,C0504,2026-06-21,Delivered,Marketplace,Karachi
O003281,C0237,2026-01-20,Delivered,Website,Lahore
O003282,C0477,2026-07-23,Delivered,Mobile App,Karachi
O003283,C0529,2026-08-08,Delivered,Mobile App,Lahore
O003284,C0125,2026-05-17,Delivered,Mobile App,Lahore
O003285,C0564,2026-05-13,Delivered,Website,Islamabad
O003286,C0380,2026-06-20,Delivered,Mobile App,Lahore
O003287,C0439,2026-02-18,Delivered,Mobile App,Multan
O003288,C0455,2026-07-02,Delivered,Mobile App,Karachi
O003289,C0102,2026-02-23,Delivered,Website,Lahore
O003290,C0448,2026-06-14,Delivered,Mobile App,Rawalpindi
O003291,C0128,2026-03-16,Delivered,Mobile App,Karachi
O003292,C0163,2026-07-01,Delivered,Mobile App,Rawalpindi
O003293,C0070,2026-07-12,Delivered,Marketplace,Rawalpindi
O003294,C0109,2026-02-20,Delivered,Marketplace,Rawalpindi
O003295,C0588,2026-05-31,Delivered,Mobile App,Islamabad
O003296,C0197,2026-05-02,Delivered,Website,Peshawar
O003297,C0233,2026-03-13,Delivered,Website,Multan
O003298,C0288,2026-05-23,Delivered,Mobile App,Karachi
O003299,C0428,2026-08-30,Delivered,Website,Lahore
O003300,C0345,2026-01-01,Cancelled,Mobile App,Peshawar
O003301,C0322,2026-08-21,Delivered,Mobile App,Karachi
O003302,C0503,2026-07-27,Shipped,Mobile App,Lahore
O003303,C0298,2026-05-09,Delivered,Website,Islamabad
O003304,C0462,2026-05-29,Delivered,Marketplace,Karachi
O003305,C0547,2026-03-31,Delivered,Mobile App,Lahore
O003306,C0406,2026-02-01,Delivered,Mobile App,Rawalpindi
O003307,C0022,2026-05-19,Cancelled,Mobile App,Karachi
O003308,C0159,2026-07-18,Delivered,Website,Karachi
O003309,C0371,2026-02-26,Shipped,Mobile App,Peshawar
O003310,C0288,2026-06-24,Delivered,Website,Peshawar
O003311,C0171,2026-07-01,Delivered,Mobile App,Islamabad
O003312,C0202,2026-07-04,Delivered,Website,Lahore
O003313,C0048,2026-03-24,Delivered,Website,Karachi
O003314,C0141,2026-04-06,Delivered,Website,Peshawar
O003315,C0470,2026-04-12,Cancelled,Website,Karachi
O003316,C0007,2026-07-27,Delivered,Marketplace,Multan
O003317,C0503,2026-08-07,Cancelled,Mobile App,Rawalpindi
O003318,C0204,2026-04-11,Returned,Website,Karachi
O003319,C0485,2026-08-24,Delivered,Website,Islamabad
O003320,C0154,2026-05-19,Delivered,Mobile App,Multan
O003321,C0498,2026-04-04,Delivered,Website,Peshawar
O003322,C0344,2026-01-01,Delivered,Website,Islamabad
O003323,C0511,2026-05-29,Returned,Website,Karachi
O003324,C0038,2026-06-06,Shipped,Mobile App,Islamabad
O003325,C0479,2026-08-24,Cancelled,Marketplace,Islamabad
O003326,C0163,2026-06-24,Delivered,Website,Islamabad
O003327,C0216,2026-01-08,Delivered,Marketplace,Karachi
O003328,C0027,2026-05-18,Delivered,Marketplace,Multan
O003329,C0573,2026-06-30,Shipped,Marketplace,Lahore
O003330,C0385,2026-05-01,Delivered,Mobile App,Karachi
O003331,C0589,2026-04-15,Delivered,Marketplace,Karachi
O003332,C0341,2026-07-16,Delivered,Mobile App,Karachi
O003333,C0095,2026-05-29,Delivered,Marketplace,Lahore
O003334,C0203,2026-06-15,Delivered,Website,Karachi
O003335,C0264,2026-04-23,Delivered,Mobile App,Lahore
O003336,C0089,2026-03-09,Shipped,Mobile App,Karachi
O003337,C0559,2026-05-07,Delivered,Website,Karachi
O003338,C0575,2026-08-22,Delivered,Website,Karachi
O003339,C0339,2026-05-27,Delivered,Website,Lahore
O003340,C0351,2026-06-21,Delivered,Website,Lahore
O003341,C0423,2026-01-31,Delivered,Website,Lahore
O003342,C0408,2026-08-29,Delivered,Website,Rawalpindi
O003343,C0038,2026-03-01,Delivered,Website,Lahore
O003344,C0319,2026-08-25,Delivered,Mobile App,Rawalpindi
O003345,C0467,2026-04-19,Delivered,Website,Karachi
O003346,C0484,2026-08-12,Delivered,Website,Lahore
O003347,C0358,2026-08-05,Delivered,Website,Karachi
O003348,C0538,2026-07-03,Delivered,Website,Lahore
O003349,C0352,2026-08-11,Delivered,Website,Islamabad
O003350,C0230,2026-05-29,Delivered,Marketplace,Peshawar
O003351,C0266,2026-07-26,Delivered,Website,Lahore
O003352,C0415,2026-02-11,Delivered,Website,Lahore
O003353,C0532,2026-01-18,Delivered,Mobile App,Karachi
O003354,C0138,2026-05-13,Delivered,Marketplace,Multan
O003355,C0177,2026-07-16,Delivered,Website,Karachi
O003356,C0392,2026-07-05,Delivered,Website,Karachi
O003357,C0459,2026-05-09,Delivered,Mobile App,Karachi
O003358,C0240,2026-05-07,Delivered,Mobile App,Multan
O003359,C0386,2026-05-29,Delivered,Website,Multan
O003360,C0005,2026-07-30,Delivered,Marketplace,Karachi
O003361,C0176,2026-07-24,Delivered,Marketplace,Karachi
O003362,C0574,2026-01-27,Delivered,Mobile App,Rawalpindi
O003363,C0346,2026-05-25,Cancelled,Website,Karachi
O003364,C0522,2026-04-03,Delivered,Mobile App,Karachi
O003365,C0131,2026-07-14,Delivered,Marketplace,Lahore
O003366,C0175,2026-05-03,Delivered,Marketplace,Lahore
O003367,C0585,2026-08-29,Delivered,Website,Lahore
O003368,C0599,2026-04-16,Delivered,Website,Islamabad
O003369,C0527,2026-06-15,Delivered,Website,Rawalpindi
O003370,C0191,2026-01-27,Delivered,Mobile App,Lahore
O003371,C0481,2026-08-15,Cancelled,Mobile App,Karachi
O003372,C0276,2026-02-07,Cancelled,Website,Karachi
O003373,C0507,2026-04-02,Delivered,Website,Multan
O003374,C0511,2026-07-23,Cancelled,Website,Karachi
O003375,C0261,2026-08-24,Cancelled,Marketplace,Lahore
O003376,C0183,2026-04-28,Delivered,Website,Karachi
O003377,C0585,2026-04-28,Delivered,Website,Karachi
O003378,C0271,2026-01-12,Delivered,Mobile App,Lahore
O003379,C0260,2026-08-26,Delivered,Mobile App,Karachi
O003380,C0400,2026-01-05,Delivered,Mobile App,Islamabad
O003381,C0563,2026-01-07,Delivered,Mobile App,Lahore
O003382,C0079,2026-04-26,Delivered,Website,Rawalpindi
O003383,C0591,2026-01-01,Delivered,Website,Islamabad
O003384,C0254,2026-02-09,Delivered,Website,Karachi
O003385,C0016,2026-06-02,Delivered,Mobile App,Peshawar
O003386,C0186,2026-06-21,Shipped,Marketplace,Multan
O003387,C0278,2026-03-14,Returned,Website,Karachi
O003388,C0407,2026-07-13,Delivered,Mobile App,Islamabad
O003389,C0340,2026-05-28,Delivered,Mobile App,Islamabad
O003390,C0082,2026-02-25,Shipped,Marketplace,Islamabad
O003391,C0293,2026-06-23,Delivered,Website,Karachi
O003392,C0140,2026-05-24,Returned,Website,Karachi
O003393,C0162,2026-07-17,Delivered,Mobile App,Karachi
O003394,C0427,2026-02-07,Delivered,Mobile App,Karachi
O003395,C0482,2026-02-26,Delivered,Mobile App,Lahore
O003396,C0094,2026-03-15,Delivered,Marketplace,Peshawar
O003397,C0362,2026-03-24,Delivered,Website,Lahore
O003398,C0254,2026-08-04,Delivered,Mobile App,Lahore
O003399,C0202,2026-06-28,Shipped,Website,Karachi
O003400,C0428,2026-05-13,Delivered,Website,Lahore
O003401,C0150,2026-05-12,Delivered,Website,Peshawar
O003402,C0460,2026-08-04,Delivered,Website,Peshawar
O003403,C0241,2026-04-19,Delivered,Website,Lahore
O003404,C0057,2026-02-24,Delivered,Mobile App,Lahore
O003405,C0476,2026-02-03,Delivered,Marketplace,Karachi
O003406,C0512,2026-03-22,Delivered,Website,Multan
O003407,C0338,2026-06-08,Delivered,Website,Karachi
O003408,C0435,2026-04-25,Delivered,Website,Karachi
O003409,C0089,2026-04-13,Delivered,Website,Lahore
O003410,C0204,2026-04-27,Delivered,Website,Karachi
O003411,C0210,2026-08-25,Delivered,Mobile App,Karachi
O003412,C0459,2026-08-31,Delivered,Marketplace,Multan
O003413,C0212,2026-02-09,Delivered,Mobile App,Karachi
O003414,C0437,2026-01-28,Shipped,Mobile App,Karachi
O003415,C0185,2026-03-01,Delivered,Mobile App,Karachi
O003416,C0361,2026-07-27,Delivered,Website,Karachi
O003417,C0126,2026-04-22,Delivered,Website,Multan
O003418,C0336,2026-07-29,Delivered,Website,Rawalpindi
O003419,C0049,2026-06-07,Delivered,Website,Multan
O003420,C0441,2026-05-15,Delivered,Marketplace,Peshawar
O003421,C0018,2026-03-10,Delivered,Mobile App,Islamabad
O003422,C0600,2026-03-25,Delivered,Website,Lahore
O003423,C0504,2026-02-05,Shipped,Website,Lahore
O003424,C0348,2026-05-07,Delivered,Website,Islamabad
O003425,C0546,2026-03-10,Delivered,Marketplace,Rawalpindi
O003426,C0486,2026-03-13,Delivered,Website,Islamabad
O003427,C0086,2026-01-10,Delivered,Mobile App,Lahore
O003428,C0447,2026-07-14,Delivered,Website,Islamabad
O003429,C0227,2026-08-17,Delivered,Website,Karachi
O003430,C0514,2026-05-02,Delivered,Website,Lahore
O003431,C0519,2026-05-11,Delivered,Marketplace,Lahore
O003432,C0573,2026-08-13,Delivered,Website,Lahore
O003433,C0271,2026-05-05,Delivered,Mobile App,Lahore
O003434,C0116,2026-06-01,Delivered,Website,Rawalpindi
O003435,C0076,2026-04-15,Delivered,Mobile App,Rawalpindi
O003436,C0100,2026-05-05,Delivered,Mobile App,Karachi
O003437,C0596,2026-05-07,Cancelled,Mobile App,Lahore
O003438,C0352,2026-06-22,Delivered,Website,Karachi
O003439,C0212,2026-05-27,Shipped,Website,Karachi
O003440,C0270,2026-05-03,Delivered,Marketplace,Karachi
O003441,C0104,2026-01-19,Delivered,Mobile App,Rawalpindi
O003442,C0343,2026-08-08,Delivered,Website,Peshawar
O003443,C0256,2026-08-04,Delivered,Website,Karachi
O003444,C0479,2026-02-14,Delivered,Website,Peshawar
O003445,C0013,2026-03-13,Delivered,Website,Lahore
O003446,C0560,2026-08-25,Delivered,Website,Peshawar
O003447,C0037,2026-03-20,Shipped,Website,Lahore
O003448,C0251,2026-07-17,Delivered,Website,Rawalpindi
O003449,C0205,2026-07-10,Delivered,Mobile App,Lahore
O003450,C0431,2026-07-29,Delivered,Marketplace,Karachi
O003451,C0395,2026-01-04,Delivered,Mobile App,Karachi
O003452,C0119,2026-04-28,Delivered,Mobile App,Rawalpindi
O003453,C0295,2026-05-18,Delivered,Mobile App,Multan
O003454,C0321,2026-07-23,Cancelled,Website,Islamabad
O003455,C0279,2026-02-24,Delivered,Mobile App,Rawalpindi
O003456,C0014,2026-03-16,Delivered,Website,Karachi
O003457,C0107,2026-02-13,Delivered,Website,Rawalpindi
O003458,C0303,2026-07-05,Delivered,Mobile App,Peshawar
O003459,C0157,2026-08-31,Delivered,Website,Lahore
O003460,C0328,2026-02-04,Delivered,Mobile App,Lahore
O003461,C0099,2026-02-26,Delivered,Mobile App,Karachi
O003462,C0442,2026-03-16,Shipped,Website,Karachi
O003463,C0114,2026-08-05,Delivered,Website,Karachi
O003464,C0390,2026-04-19,Delivered,Mobile App,Rawalpindi
O003465,C0502,2026-03-10,Delivered,Mobile App,Peshawar
O003466,C0216,2026-03-20,Delivered,Mobile App,Karachi
O003467,C0084,2026-05-26,Shipped,Website,Multan
O003468,C0004,2026-04-05,Delivered,Mobile App,Peshawar
O003469,C0217,2026-02-04,Delivered,Website,Islamabad
O003470,C0070,2026-07-19,Delivered,Website,Multan
O003471,C0530,2026-04-13,Delivered,Mobile App,Multan
O003472,C0584,2026-03-04,Delivered,Website,Karachi
O003473,C0589,2026-06-27,Delivered,Website,Multan
O003474,C0554,2026-07-01,Delivered,Website,Lahore
O003475,C0353,2026-02-07,Delivered,Mobile App,Karachi
O003476,C0196,2026-01-18,Delivered,Marketplace,Karachi
O003477,C0268,2026-01-12,Delivered,Marketplace,Islamabad
O003478,C0156,2026-07-06,Delivered,Website,Multan
O003479,C0505,2026-06-02,Delivered,Website,Lahore
O003480,C0262,2026-07-12,Delivered,Mobile App,Islamabad
O003481,C0232,2026-06-02,Cancelled,Website,Karachi
O003482,C0414,2026-04-08,Delivered,Website,Peshawar
O003483,C0225,2026-05-24,Delivered,Website,Karachi
O003484,C0215,2026-06-25,Delivered,Mobile App,Islamabad
O003485,C0137,2026-04-07,Delivered,Mobile App,Islamabad
O003486,C0041,2026-08-11,Delivered,Website,Karachi
O003487,C0023,2026-08-07,Delivered,Website,Multan
O003488,C0242,2026-07-14,Delivered,Mobile App,Multan
O003489,C0598,2026-08-30,Delivered,Mobile App,Lahore
O003490,C0157,2026-04-05,Delivered,Website,Rawalpindi
O003491,C0385,2026-01-28,Delivered,Website,Peshawar
O003492,C0195,2026-04-28,Delivered,Marketplace,Karachi
O003493,C0182,2026-07-01,Delivered,Mobile App,Karachi
O003494,C0098,2026-07-09,Cancelled,Mobile App,Islamabad
O003495,C0339,2026-04-05,Delivered,Mobile App,Lahore
O003496,C0396,2026-03-13,Delivered,Marketplace,Islamabad
O003497,C0211,2026-04-19,Shipped,Website,Islamabad
O003498,C0316,2026-07-15,Delivered,Website,Rawalpindi
O003499,C0286,2026-01-15,Delivered,Website,Karachi
O003500,C0163,2026-03-21,Delivered,Mobile App,Karachi
O003501,C0416,2026-02-25,Delivered,Website,Karachi
O003502,C0333,2026-07-15,Delivered,Website,Lahore
O003503,C0040,2026-04-25,Delivered,Website,Rawalpindi
O003504,C0296,2026-01-22,Delivered,Mobile App,Peshawar
O003505,C0234,2026-03-05,Shipped,Mobile App,Lahore
O003506,C0478,2026-01-11,Delivered,Website,Islamabad
O003507,C0184,2026-04-26,Delivered,Website,Karachi
O003508,C0574,2026-08-31,Delivered,Mobile App,Lahore
O003509,C0370,2026-05-18,Delivered,Website,Multan
O003510,C0079,2026-07-31,Delivered,Mobile App,Karachi
O003511,C0243,2026-06-30,Delivered,Website,Rawalpindi
O003512,C0531,2026-08-03,Delivered,Marketplace,Karachi
O003513,C0153,2026-03-17,Cancelled,Website,Karachi
O003514,C0423,2026-08-20,Delivered,Mobile App,Islamabad
O003515,C0471,2026-02-27,Delivered,Website,Rawalpindi
O003516,C0416,2026-04-17,Delivered,Website,Islamabad
O003517,C0055,2026-06-15,Delivered,Mobile App,Peshawar
O003518,C0225,2026-03-11,Delivered,Mobile App,Peshawar
O003519,C0209,2026-03-06,Delivered,Mobile App,Islamabad
O003520,C0207,2026-02-01,Delivered,Mobile App,Karachi
O003521,C0528,2026-01-02,Delivered,Mobile App,Lahore
O003522,C0004,2026-05-02,Cancelled,Marketplace,Islamabad
O003523,C0324,2026-08-28,Delivered,Website,Islamabad
O003524,C0590,2026-02-23,Delivered,Marketplace,Lahore
O003525,C0526,2026-04-17,Delivered,Website,Lahore
O003526,C0364,2026-08-16,Delivered,Website,Karachi
O003527,C0599,2026-07-07,Returned,Mobile App,Karachi
O003528,C0242,2026-01-01,Delivered,Website,Lahore
O003529,C0367,2026-05-02,Delivered,Website,Peshawar
O003530,C0327,2026-02-04,Cancelled,Website,Rawalpindi
O003531,C0029,2026-03-02,Delivered,Mobile App,Multan
O003532,C0025,2026-03-01,Delivered,Mobile App,Islamabad
